scientificName,match_key,genus,commonName,description,bookPage,indexSection,category,subCategory,source
Scarus taeniopterus,scarus taeniopterus,Scarus,princess parrotfish (juvenile),Pale body with three dark stripes from snout to tail base. Diffuse dark borders on tail (compare: S. iseri juvenile).,379,MARINE MAMMALS,fishes,parrotfishes,epub_profile
Scarus vetula,scarus vetula,Scarus,queen parrotfish (initial),Brownish-gray upper body with diffuse white stripe from pectoral to lower tail base. No markings on a gray face.,383,MARINE MAMMALS,fishes,parrotfishes,epub_profile
Schizostella bifurcata,schizostella bifurcata,Schizostella,sea rod basket star,Banded reddish-brown arms that only branch once or twice. Found on sea rods (p. 97). Curled up by day.,147,INVERTEBRATES,invertebrates,crinoids,epub_profile
Schizothrix calcicola,schizothrix calcicola,Schizothrix,Schizothrix alga,"Small clumps of undulating masses formed by fine, hair-like filaments. Whitish with rose-red to purple highlights.",41,MARINE PLANTS,plants,red-algae,epub_profile
Schultzea beta,schultzea beta,Schultzea,school bass,"Pale, with brown stripes and small white spots. Yellowish tail. Often found among Masked/Glass Gobies (p. 295).",397,MARINE MAMMALS,fishes,basslets,epub_profile
Sclerodoris prea,sclerodoris prea,Sclerodoris,Knobby Doris,Creamy-brown dorsum with brownish spots. Two distinct rows of knobby tubercles run from rhinophores to gills.,191,INVERTEBRATES,invertebrates,nudibranchs,epub_profile
Sclerodoris worki,sclerodoris worki,Sclerodoris,Work’s Doris,"Creamy-brown dorsum, often with darker patches. Large orange tubercles in a cauliflower shape, ringed in white.",191,INVERTEBRATES,invertebrates,nudibranchs,epub_profile
Scolymia cubensis,scolymia cubensis,Scolymia,,,88,INVERTEBRATES,corals,cup-corals,scientific_index
Scolymia lacera,scolymia lacera,Scolymia,,,88,INVERTEBRATES,corals,cup-corals,scientific_index
Scomberomorus cavalla,scomberomorus cavalla,Scomberomorus,king mackerel,Silvery with iridescent blue sheen. Distinctive lateral line drops sharply down below dorsal fin. Deeply forked tail.,421,MARINE MAMMALS,fishes,barracudas,epub_profile
Scomberomorus regalis,scomberomorus regalis,Scomberomorus,cero,Silvery to greenish-blue body. Rows of spots above and below a broken orange midbody stripe. Dark dorsal fin.,421,MARINE MAMMALS,fishes,barracudas,epub_profile
Scopalina ruetzleri,scopalina ruetzleri,Scopalina,,,45,MARINE PLANTS,sponges,encrusting-sponges,scientific_index
Scorpaena albifimbria,scorpaena albifimbria,Scorpaena,coral scorpionfish,Pink to bright red on a pale background. Dark saddle above pectoral fin. Tail with red bar and red margin.,329,MARINE MAMMALS,fishes,scorpionfishes,epub_profile
Scorpaena caribbaeus,scorpaena caribbaeus,Scorpaena,,,329,MARINE MAMMALS,fishes,scorpionfishes,scientific_index
Scorpaena inermis,scorpaena inermis,Scorpaena,mushroom scorpionfish,Tiny upside-down mushroom shapes over top of eye. Mottled red to brownish body. Two indistinct bars on tail.,329,MARINE MAMMALS,fishes,scorpionfishes,epub_profile
Scorpaena plumieri,scorpaena plumieri,Scorpaena,Spotted scorpionfish,The largest of the scorpionfishes. Pale tail with three dark bars. Often fleshy cirrus over eye. Color highly variable.,328,MARINE MAMMALS,fishes,scorpionfishes,epub_profile
Scorpaenodes caribbaeus,scorpaenodes caribbaeus,,reef scorpionfish,Dark brown to red body. Yellow spots on large pectoral fins and tail. Small black spot on rear of first dorsal fin.,329,,fishes,scorpionfishes,epub_profile
Scorpaenodes tredecimspinosus,scorpaenodes tredecimspinosus,Scorpaenodes,deepreef scorpionfish,Reddish-brown body. Black blotch at rear edge of first dorsal fin. White bar on tail base and red bar onto tail.,329,MARINE MAMMALS,fishes,scorpionfishes,epub_profile
Scyllaea pelagica,scyllaea pelagica,Scyllaea,sargassum nudibranch,Light brown with white blotches or blue spots. Tall lobes on back. Found camouflaged in sargassum rafts (p. 24).,195,INVERTEBRATES,invertebrates,nudibranchs,epub_profile
Scyllarides aequinoctialis,scyllarides aequinoctialis,Scyllarides,spanish slipper lobster,Rounded brown to orange body. Brown spots on legs. Smooth antennal plates. Distinctively purple antennae.,289,INVERTEBRATES,invertebrates,lobsters,epub_profile
Selar crumenophthalmus,selar crumenophthalmus,Selar,bigeye scad,"Silvery-blue body. Large eyes (larger than snout length). Mostly pelagic, but may form dense inshore schools.",419,MARINE MAMMALS,fishes,jacks,epub_profile
Selene vomer,selene vomer,Selene,Lookdown,Narrow silvery body with bluish tinge. Very steep head profile. Long dorsal and anal fins. Prefers shallow areas.,418,MARINE MAMMALS,fishes,jacks,epub_profile
Semicassis granulata,semicassis granulata,Semicassis,smooth scotch bonnet,Delicate rounded shell with a low conical spire. Irregular reddish-brown bands. Light brown mantle.,238,INVERTEBRATES,invertebrates,snails,epub_profile
Seriola dumerili,seriola dumerili,Seriola,greater amberjack,"The largest of the jacks. Oblique dark bar from snout, through eye to dorsal fin base. Pale dorsal and anal fins.",419,MARINE MAMMALS,fishes,jacks,epub_profile
Seriola rivoliana,seriola rivoliana,Seriola,almaco jack,"Silvery body with prominent dark fins. Oblique dark bar from snout, through eye to dorsal fin. Mostly pelagic.",419,MARINE MAMMALS,fishes,jacks,epub_profile
Serranus annularis,serranus annularis,Serranus,Orangeback bass,"Upper head and body dark orange. Two orange squares just behind eye, circled in black. Orange bar on snout.",399,MARINE MAMMALS,fishes,basses,epub_profile
Serranus baldwini,serranus baldwini,Serranus,lantern bass,Head and upper front of body mottled brown. Dark and orange bars on pale abdomen. Dark spots on tail base.,398,MARINE MAMMALS,fishes,basses,epub_profile
Serranus chionaraia,serranus chionaraia,Serranus,Snow bass,Brown head and upper body. Large white patch on front of abdomen. Blue stripes on face. Spots on tail borders.,399,MARINE MAMMALS,fishes,basses,epub_profile
Serranus flaviventris,serranus flaviventris,Serranus,twinspot bass,Pale brown with dark brown spots and bars. Two dark ocelli at tail base. Large dark blotch on front of dorsal fin.,398,MARINE MAMMALS,fishes,basses,epub_profile
Serranus subligarius,serranus subligarius,Serranus,Belted Sandfish,Reddish-brown. Black bars onto dorsal fin. Dark stripe through eye. Dark spots on tail. Florida/Gulf of Mexico.,399,MARINE MAMMALS,fishes,basses,epub_profile
Serranus tabacarius,serranus tabacarius,Serranus,Tobaccofish,White body with broad orange stripe from chin to tail base. Dark saddles on upper body. Dark stripes on tail.,398,MARINE MAMMALS,fishes,basses,epub_profile
Serranus tigrinus,serranus tigrinus,Serranus,harlequin bass (Juvenile),Pale tan with faint body bars. Dark stripe on snout. Row of irregular white blotches from behind eye to a clear tail.,399,MARINE MAMMALS,fishes,basses,epub_profile
Serranus tortugarum,serranus tortugarum,Serranus,chalk bass,Bluish-gray to pinkish-brown with darker bars across upper body. Pale blotches on side. Translucent fins.,399,MARINE MAMMALS,fishes,basses,epub_profile
Sertularella diaphana,sertularella diaphana,Sertularella,,,137,INVERTEBRATES,invertebrates,hydroids,scientific_index
Siderastrea bournoni,siderastrea bournoni,Siderastrea,,,83,INVERTEBRATES,corals,star-corals,scientific_index
Siderastrea radians,siderastrea radians,Siderastrea,,,83,INVERTEBRATES,corals,star-corals,scientific_index
Siderastrea siderea,siderastrea siderea,Siderastrea,,,83,INVERTEBRATES,corals,star-corals,scientific_index
Sigsbeia conifera,sigsbeia conifera,Sigsbeia,lace coral brittle star,Cream to reddish-brown disc. Red-banded arms with tiny spines. Found only on Rose Lace Coral (p. 73).,147,INVERTEBRATES,invertebrates,crinoids,epub_profile
Simnialena uniplicata,simnialena uniplicata,Simnialena,onetooth simnia,"Unmarked mantle is uniform in color. Can be purple, pale pink or white, depending on the host gorgonian.",223,INVERTEBRATES,invertebrates,snails,epub_profile
Siphonodictyon coralliphagum,siphonodictyon coralliphagum,Siphonodictyon,,,51,MARINE PLANTS,sponges,encrusting-sponges,scientific_index
Siphonodictyon xamaycaense,siphonodictyon xamaycaense,Siphonodictyon,,,55,MARINE PLANTS,sponges,rope-sponges,scientific_index
Smaragdia viridis,smaragdia viridis,Smaragdia,emerald nerite,"Small bright green shell with white spots or bands. Long thin tentacles. Found on Turtle Grass, on which it feeds.",228,INVERTEBRATES,invertebrates,snails,epub_profile
Smenospongia aurea,smenospongia aurea,Smenospongia,,,51,MARINE PLANTS,sponges,encrusting-sponges,scientific_index
Smenospongia conulosa,smenospongia conulosa,Smenospongia,,,51,MARINE PLANTS,sponges,encrusting-sponges,scientific_index
Solanderia gracilis,solanderia gracilis,Solanderia,seafan hydroid,"Reddish stalks branch repeatedly, growing in a single plane like a fan. Covered with tiny white stinging polyps.",136,INVERTEBRATES,invertebrates,hydroids,epub_profile
Solenastrea hyades,solenastrea hyades,Solenastrea,,,83,INVERTEBRATES,corals,star-corals,scientific_index
Solieria filiformis,solieria filiformis,Solieria,tubular pink alga,"Rounded semi-transparent tubes of pale pink to red, branching near the tips and growing into tangled clumps.",39,MARINE PLANTS,plants,red-algae,epub_profile
Sparisoma atomarium,sparisoma atomarium,Sparisoma,greenblotch parrotfish (initial),"Uniformly red body and tail. Pearly spots above pale abdomen. Red dorsal fin, yellow pelvic and anal fins. Greenish-brown upper body. Short blue bar at upper corner of gill cover. Dark spot at pectoral base. Red eye.",383,MARINE MAMMALS,fishes,parrotfishes,epub_profile
Sparisoma aurofrenatum,sparisoma aurofrenatum,Sparisoma,redband parrotfish (initial),"Solid greenish-blue body. All fins are pink to red, except a clear pectoral. Often a white spot at upper tail base.",381,MARINE MAMMALS,fishes,parrotfishes,epub_profile
Sparisoma chrysopterum,sparisoma chrysopterum,Sparisoma,redtail parrotfish (terminal),"Bluish-green body, pale abdomen. Dark spot at base of pectoral, large blue blotch behind it. Red crescent on tail.",383,MARINE MAMMALS,fishes,parrotfishes,epub_profile
Sparisoma radians,sparisoma radians,Sparisoma,bucktooth parrotfish (initial),"Greenish-brown upper body and creamy white below. Often green blotch behind gill cover, onto pectoral base.",385,MARINE MAMMALS,fishes,parrotfishes,epub_profile
Sparisoma rubripinne,sparisoma rubripinne,Sparisoma,yellowtail parrotfish (terminal),"Uniformly greenish body. Dorsal, anal and pelvic fins tinged with red. Black spot at base of pectoral. Red eye.",385,MARINE MAMMALS,fishes,parrotfishes,epub_profile
Sparisoma viride,sparisoma viride,Sparisoma,stoplight parrotfish (terminal),"Green body with pink stripes on cheek. Pink edge on gill cover, yellow spot at top corner. Yellow markings on tail.",384,MARINE MAMMALS,fishes,parrotfishes,epub_profile
Spheciospongia vesparium,spheciospongia vesparium,Spheciospongia,,,67,MARINE PLANTS,sponges,barrel-sponges,scientific_index
Sphoeroides dorsalis,sphoeroides dorsalis,Sphoeroides,Marbled puffer,Gray to light tan body with diffuse dark blotches behind pectoral fin. Two distinctive skin flaps on upper back.,369,MARINE MAMMALS,fishes,puffers,epub_profile
Sphoeroides spengleri,sphoeroides spengleri,Sphoeroides,Bandtail puffer,Grayish-brown body. Distinctive row of black spots from chin to tail base. Pale abdomen. Two black bars on tail.,369,MARINE MAMMALS,fishes,puffers,epub_profile
Sphoeroides testudineus,sphoeroides testudineus,Sphoeroides,checkered puffer,Pale cream body with dark patches and spots. White abdomen. Bright orange eyes. Shallow sandy areas.,369,MARINE MAMMALS,fishes,puffers,epub_profile
Sphyraena barracuda,sphyraena barracuda,Sphyraena,Great barracuda,Silvery-gray upper body with oblique bars. Pointed snout and protruding lower jaw. Dorsal and anal fins close to tail.,420,MARINE MAMMALS,fishes,barracudas,epub_profile
Sphyraena borealis,sphyraena borealis,Sphyraena,sennet,Elongated silvery body with faint yellow body stripes. Two dorsal fins are widely separated. Usually schooling.,421,MARINE MAMMALS,fishes,barracudas,epub_profile
Sphyrna lewini,sphyrna lewini,Sphyrna,scalloped hammerhead,Deep notches on very curved snout. Tall rounded dorsal fin. Straight rear edge on pelvic fin (compare: S. mokarran).,442,MARINE MAMMALS,fishes,sharks,epub_profile
Sphyrna mokarran,sphyrna mokarran,Sphyrna,Great Hammerhead,"Slightly notched snout, only slightly curved. Tall pointed dorsal fin. Small eye. Curved rear edge on pelvic fin.",442,MARINE MAMMALS,fishes,sharks,epub_profile
Spirastrella coccinea,spirastrella coccinea,Spirastrella,pink and red encrusting sponge,Pink encrusting sponge with red speckles. Excurrent openings are a lighter pink and slightly protruding.,45,MARINE PLANTS,sponges,encrusting-sponges,epub_profile
Spirastrella hartmani,spirastrella hartmani,Spirastrella,high-veined encrusting sponge,Salmon to dull orange encrusting sponge with distinctively protruding star-shaped veins. Large excurrent openings.,44,MARINE PLANTS,sponges,encrusting-sponges,epub_profile
Spirobranchus giganteus,spirobranchus giganteus,Spirobranchus,christmas tree worm,"Two spiraling crowns of radioles. Usually found in contrasting shades of purple, white and orange.",166,INVERTEBRATES,invertebrates,worms,epub_profile
Spirobranchus polycerus,spirobranchus polycerus,Spirobranchus,Miniature christmas tree worm,"Only found on shallow corals or encrusting fire corals. Colors vary, often combinations of pastels and black.",167,INVERTEBRATES,invertebrates,worms,epub_profile
Spirocoleus fragilis,spirocoleus fragilis,Spirocoleus,gelatinous ball alga,Mucilaginous mass of tiny yellow filaments. Attaches to and eventually overgrows substrates and living corals.,41,MARINE PLANTS,plants,red-algae,epub_profile
Spondylus americanus,spondylus americanus,Spondylus,atlantic thorny oyster,Rounded deep red valves with numerous pointed spines on both top and bottom. Brownish mantle with white blotches.,216,INVERTEBRATES,invertebrates,oysters,epub_profile
Spondylus tenuis,spondylus tenuis,Spondylus,Digitate Thorny Oyster,"Brick-red to pale orange. Upper valve with radial ribs and long flattened spines, lower valve cemented to the reef.",216,INVERTEBRATES,invertebrates,oysters,epub_profile
Sporochnus pedunculatus,sporochnus pedunculatus,Sporochnus,Golden Tuft alga,Golden brown fluffy tufts growing from a central axis. Found growing on rocky substrates on deeper reefs.,29,SPONGES,plants,brown-algae,epub_profile
Spurilla braziliana,spurilla braziliana,Spurilla,Brazilian spurilla,"Pale orange with white spots on both head and dorsum. Lamellate rhinophores, shorter than the oral tentacles.",197,INVERTEBRATES,invertebrates,nudibranchs,epub_profile
